name,ring,quadrant,isNew,description
Technology Radar,trial,tools,TRUE,"Tech that is discussed in our engineering teams, COPs, etc. and warrants further investigation should be added to our radar. Based on Thoughtworks <a href='https://radar.thoughtworks.com/'>'build your own radar'</a>"
